id;name;producer;category;subcategory;amount;status;fillLevel;flavorTags;usageTags;styleTags;guestTags;originTags;descriptionShort;tastingNotes;bestUse;serving;sourceStatus;notes
csv-051-creme-de-cacao-white;Crème de Cacao White;Bols;Likör;Kakao;1 Flasche;Unbekannt;100%;Süß;Modifier | Digestif;Liqueur | Chocolate Liqueur;;;Crème de Cacao White ist als Likör / Kakao eingeordnet. Geschmack: Süß. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-052-maraschino;Maraschino;Bols;Likör;Maraschino;1 Flasche;Unbekannt;100%;Süß;Modifier | Digestif;Liqueur;;;Maraschino ist als Likör / Maraschino eingeordnet. Geschmack: Süß. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-053-peach;Peach;Bols;Likör;Fruchtlikör;1 Flasche;Unbekannt;100%;Süß | Fruchtig;Modifier | Digestif;Liqueur;;;Peach ist als Likör / Fruchtlikör eingeordnet. Geschmack: Süß, Fruchtig. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-054-sour-apple;Sour Apple;Bols;Likör;Fruchtlikör;1 Flasche;Geöffnet;100%;Süß | Fruchtig;Modifier | Digestif;Liqueur;;;Sour Apple ist als Likör / Fruchtlikör eingeordnet. Geschmack: Süß, Fruchtig. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-055-triple-sec;Triple Sec;Bols;Likör;Triple Sec;1 Flasche;Geöffnet;100%;Süß | Zitrisch | Fruchtig | Trocken;Modifier | Digestif | Frisch & Sour;Liqueur | Orange Liqueur;;;Triple Sec ist als Likör / Triple Sec eingeordnet. Geschmack: Süß, Zitrisch, Fruchtig, Trocken. Nutzung: Modifier, Digestif, Frisch & Sour.;;;;curated-existing;
csv-056-chartreuse-verte;Chartreuse Verte;Chartreuse;Likör;Kräuterlikör;1 Flasche;Unbekannt;100%;Süß | Kräuterig;Modifier | Digestif;Liqueur;;;Chartreuse Verte ist als Likör / Kräuterlikör eingeordnet. Geschmack: Süß, Kräuterig. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-057-cointreau;Cointreau;Rémy Cointreau;Likör;Orange Liqueur;1 Flasche;Unbekannt;100%;Süß | Zitrisch | Fruchtig;Modifier | Digestif | Frisch & Sour;Liqueur | Orange Liqueur;;;Cointreau ist als Likör / Orange Liqueur eingeordnet. Geschmack: Süß, Zitrisch, Fruchtig. Nutzung: Modifier, Digestif, Frisch & Sour.;;;;curated-existing;
csv-058-mandellikor;Mandellikör;Illva Saronno;Likör;Amaretto;1 Flasche;Unbekannt;100%;Süß | Nussig;Modifier | Digestif;Liqueur | Nut Liqueur;;;Mandellikör ist als Likör / Amaretto eingeordnet. Geschmack: Süß, Nussig. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-059-dom-benedictine;DOM Bénédictine;Bacardi;Likör;Kräuterlikör;1 Flasche;Ungeöffnet;100%;Süß | Kräuterig;Modifier | Digestif;Liqueur;;;DOM Bénédictine ist als Likör / Kräuterlikör eingeordnet. Geschmack: Süß, Kräuterig. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-060-galliano-l-autentico;Galliano L’Autentico;Lucas Bols;Likör;Kräuterlikör;1 Flasche;Geöffnet;100%;Süß | Kräuterig;Modifier | Digestif;Liqueur;;;Galliano L’Autentico ist als Likör / Kräuterlikör eingeordnet. Geschmack: Süß, Kräuterig. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-061-galliano-vanilla;Galliano Vanilla;Lucas Bols;Likör;Kräuter/Vanille;1 Flasche;Geöffnet;100%;Süß | Kräuterig;Modifier | Digestif;Liqueur;;;Galliano Vanilla ist als Likör / Kräuter/Vanille eingeordnet. Geschmack: Süß, Kräuterig. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-062-creme-de-violette;Crème de Violette;Giffard;Likör;Floral;1 Flasche;Geöffnet;100%;Süß | Floral;Modifier | Digestif;Liqueur;;;Crème de Violette ist als Likör / Floral eingeordnet. Geschmack: Süß, Floral. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-063-grand-marnier;Grand Marnier;Marnier Lapostolle;Likör;Orangenlikör;1 Flasche;Unbekannt;100%;Fruchtig | Süß | Zitrisch;Modifier | Cocktailbasis | Digestif;Likör | Cognac | Orangenlikör;;Frankreich;Französischer Orangenlikör auf Cognac-Basis mit bitter-süßer Orange, Vanille, Würze und weichem Brandy-Körper. Stark in Sidecar, Margarita-Twists und als edler Digestif.;Orange | Bitterorange | Vanille | Cognac | Würze;Sidecar | Margarita Twist | Crêpe Suzette Drinks;Pur, auf Eis oder als hochwertiger Orangen-Modifier in klassischen Cocktails.;curated-repaired;
csv-064-kahlua;Kahlúa;Pernod Ricard;Likör;Kaffee;1 Flasche;Unbekannt;100%;Süß | Kräuterig | Kaffee;Modifier | Digestif;Liqueur | Coffee Liqueur;;;Kahlúa ist als Likör / Kaffee eingeordnet. Geschmack: Süß, Kräuterig, Kaffee. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-065-kaffee-likor;Kaffee Likör;Lantenhammer;Likör;Kaffee;1 Flasche;Unbekannt;100%;Süß | Kaffee;Modifier | Digestif;Liqueur | Coffee Liqueur;;;Kaffee Likör ist als Likör / Kaffee eingeordnet. Geschmack: Süß, Kaffee. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-066-walnusslikor;Walnusslikör;Lantenhammer;Likör;Nusslikör;2 Flaschen;Unbekannt;100%;Süß | Nussig;Modifier | Digestif;Liqueur | Nut Liqueur;;;Walnusslikör ist als Likör / Nusslikör eingeordnet. Geschmack: Süß, Nussig. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-067-licor-43;Licor 43;Zamora Company;Likör;Vanillelikör;1 Flasche;Geöffnet;100%;Süß;Modifier | Digestif;Liqueur;;Spanien;Licor 43 ist als Likör / Vanillelikör eingeordnet. Geschmack: Süß. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-068-maraschino;Maraschino;Luxardo;Likör;Maraschino;1 Flasche;Geöffnet;100%;Süß | Floral;Modifier | Digestif;Liqueur;;;Maraschino ist als Likör / Maraschino eingeordnet. Geschmack: Süß, Floral. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-069-marcati-limoncello;Marcati Limoncello;Marcati;Likör;Zitronenlikör;1 Flasche;Geöffnet;100%;Süß | Zitrisch;Modifier | Digestif;Liqueur;;Italien;Marcati Limoncello ist als Likör / Zitronenlikör eingeordnet. Geschmack: Süß, Zitrisch. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-070-molinari-caffe;Molinari Caffè;Molinari;Likör;Kaffee / Sambuca;1 Flasche;Unbekannt;100%;Süß | Kaffee;Modifier | Digestif;Liqueur | Coffee Liqueur;;Italien;Molinari Caffè ist als Likör / Kaffee / Sambuca eingeordnet. Geschmack: Süß, Kaffee. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-071-pistazienlikor;Pistazienlikör;;Likör;Nusslikör;1 Flasche;Unbekannt;100%;Süß | Nussig;Modifier | Digestif;Liqueur | Nut Liqueur;;;Pistazienlikör ist als Likör / Nusslikör eingeordnet. Geschmack: Süß, Nussig. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-072-licellino-limoncello;Licellino Limoncello;Ricetta Originale;Likör;Zitronenlikör;1 Flasche;Geöffnet;100%;Süß | Zitrisch | Fruchtig;Digestif | Spritz | Modifier;Likör | Zitronenlikör;;Italien;Italienisch inspirierter Zitronenlikör mit heller Zitrusfrische und süßer Likörstruktur. Geeignet als Digestif, für Spritz-Varianten oder als zitrischer Akzent in Dessertdrinks.;Süß | Zitrisch | Fruchtig;Digestif | Spritz | Dessertdrink | Modifier;Gut gekühlt pur, auf Eis oder mit Prosecco/Soda als leichter Spritz servieren.;curated-correction;
csv-073-salmari;Salmari;Salmari;Likör;Salmiak/Lakritz;1 Flasche;Geöffnet;100%;Süß;Modifier | Digestif;Liqueur;;;Salmari ist als Likör / Salmiak/Lakritz eingeordnet. Geschmack: Süß. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-074-kastanienlikor;Kastanienlikör;Unterthurner;Likör;Nuss/Spezialität;1 Flasche;Geöffnet;100%;Süß | Nussig;Modifier | Digestif;Liqueur | Nut Liqueur;;;Kastanienlikör ist als Likör / Nuss/Spezialität eingeordnet. Geschmack: Süß, Nussig. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-075-creme-de-cassis;Crème de Cassis;Vedrenne;Likör;Beerenlikör;1 Flasche;Unbekannt;100%;Süß;Modifier | Digestif;Liqueur;;;Crème de Cassis ist als Likör / Beerenlikör eingeordnet. Geschmack: Süß. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-076-bombardino;Bombardino;Walcher;Likör;Eierlikör/Creme;1 Flasche;Geöffnet;100%;Süß;Modifier | Digestif;Liqueur;;;Bombardino ist als Likör / Eierlikör/Creme eingeordnet. Geschmack: Süß. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-077-cappuccino;Cappuccino;Walcher;Likör;Kaffee/Creme;1 Flasche;Unbekannt;100%;Süß | Kaffee;Modifier | Digestif;Liqueur | Coffee Liqueur;;;Cappuccino ist als Likör / Kaffee/Creme eingeordnet. Geschmack: Süß, Kaffee. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-078-noisetto;Noisetto;Walcher;Likör;Haselnuss/Rum;2 Flaschen;Unbekannt;100%;Süß | Nussig;Modifier | Digestif;Liqueur | Nut Liqueur;;;Noisetto ist als Likör / Haselnuss/Rum eingeordnet. Geschmack: Süß, Nussig. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-079-tartuffetto;Tartuffetto;Walcher;Likör;Kakao/Rum;1 Flasche;Unbekannt;100%;Süß;Modifier | Digestif;Liqueur;;;Tartuffetto ist als Likör / Kakao/Rum eingeordnet. Geschmack: Süß. Nutzung: Modifier, Digestif.;;;;curated-existing;
csv-080-moscatel-pisco;Moscatel Pisco;Barsol;Pisco;Moscatel;1 Flasche;Geöffnet;100%;Trocken;Cocktailbasis | Pur | Frisch & Sour;Moscatel;;;Moscatel Pisco ist als Pisco / Moscatel eingeordnet. Geschmack: Trocken. Nutzung: Cocktailbasis, Pur, Frisch & Sour.;;;;curated-existing;
csv-081-quebranta-pisco;Quebranta Pisco;Barsol;Pisco;Quebranta;1 Flasche;Geöffnet;100%;Trocken;Cocktailbasis | Pur | Frisch & Sour;Quebranta;;;Quebranta Pisco ist als Pisco / Quebranta eingeordnet. Geschmack: Trocken. Nutzung: Cocktailbasis, Pur, Frisch & Sour.;;;;curated-existing;
csv-082-pisco-puro-2021;Pisco Puro 2021;Tierra Nueva;Pisco;Pisco Puro;1 Flasche;Ungeöffnet;100%;Trocken;Cocktailbasis | Pur | Frisch & Sour;Pisco Puro;;Peru;Pisco Puro 2021 ist als Pisco / Pisco Puro eingeordnet. Geschmack: Trocken. Nutzung: Cocktailbasis, Pur, Frisch & Sour.;;;;curated-existing;
csv-083-absinthe;Absinthe;Mansinthe;Rakı / Anis;Absinthe;1 Flasche;Geöffnet;100%;Kräuterig;Pur;Absinthe;;;Absinthe ist als Rak? / Anis / Absinthe eingeordnet. Geschmack: Kräuterig. Nutzung: Pur.;;;;curated-existing;
csv-084-pernod;Pernod;Pernod;Rakı / Anis;Anis Aperitif;1 Flasche;Unbekannt;100%;Kräuterig;Aperitif | Modifier;Anis Aperitif | Französisch | Klassisch;;Frankreich;Französischer Anis-Aperitif mit Sternanis, Fenchel, Koriander, Minze und weiteren Aromapflanzen. Pernod ist klar, intensiv und frisch und wird klassisch mit Wasser verlängert oder in kleinen Mengen als Anis-Akzent verwendet.;Sternanis | Fenchel | Koriander | Minze | Kräuter;Pernod mit Wasser | Anis-Highball | Aromatischer Modifier;"Klassisch mit kaltem Wasser verlängern; als Cocktailzutat sehr sparsam einsetzen, weil Anis schnell dominant wird.";web-curated-v0.17;
csv-085-pastis-of-marseille;Pastis of Marseille;Pernod Ricard;Rakı / Anis;Pastis;1 Flasche;Unbekannt;100%;Kräuterig;Pur;Pastis;;;Pastis of Marseille ist als Rak? / Anis / Pastis eingeordnet. Geschmack: Kräuterig. Nutzung: Pur.;;;;curated-existing;
csv-086-sambuca;Sambuca;Molinari;Rakı / Anis;Sambuca;1 Flasche;Geöffnet;100%;Kräuterig;Pur;Sambuca;;Italien;Sambuca ist als Rak? / Anis / Sambuca eingeordnet. Geschmack: Kräuterig. Nutzung: Pur.;;;;curated-existing;
csv-087-tekirda-no-10-rak;Tekirda? No.10 Rak?;Tekirda?;Rakı / Anis;Rak?;1 Flasche;Geöffnet;100%;Kräuterig;Pur;Rak?;;Türkei;Tekirda? No.10 Rak? ist als Rak? / Anis / Rak? eingeordnet. Geschmack: Kräuterig. Nutzung: Pur.;;;;curated-existing;
csv-088-yeni-rak-ala;Yeni Rak? Ala;Yeni Rak?;Rakı / Anis;Rak?;1 Flasche;Geöffnet;100%;Kräuterig;Pur;Rak?;;Türkei;Yeni Rak? Ala ist als Rak? / Anis / Rak? eingeordnet. Geschmack: Kräuterig. Nutzung: Pur.;;;;curated-existing;
csv-089-barbados-rum-8-years;Barbados Rum 8 Years;Foursquare / Barbados Distillers;Rum;Aged Rum;1 Flasche;Geöffnet;100%;Trocken | Fruchtig | Süß;Cocktailbasis | Tiki & Tropical | Longdrink & Highball;Rum | Aged Rum;;Barbados;Achtjähriger Barbados Rum mit Vanille, Karamell, reifer Frucht und trockener Eichenwürze. Rund genug zum puren Probieren, gleichzeitig sehr brauchbar für Rum Old Fashioned und tropische Drinks.;Vanille | Karamell | Eiche | Tropenfrucht | Gewürz;Rum Old Fashioned | Mai Tai | Daiquiri Twist;Pur, auf Eis oder als gereifter Rum in kräftigeren Tropical- und Highball-Drinks.;curated-repaired;
csv-090-el-dorado-3-years;El Dorado 3 Years;Demerara Distillers;Rum;White Rum;1 Flasche;Unbekannt;100%;Trocken | Fruchtig | Süß;Cocktailbasis | Frisch & Sour | Longdrink & Highball | Tiki & Tropical;Rum | White Rum;;Guyana;Weißer Demerara Rum aus Guyana mit leichter Vanille, Zuckerrohr, heller Frucht und weichem Körper. Eine saubere Basis für Daiquiri, Mojito, Rum Sour und helle Tropical-Drinks.;Zuckerrohr | Vanille | Helle Frucht | Leichte Würze;Daiquiri | Mojito | Rum Sour;Als heller Rum für frische Sours, Highballs und tropische Cocktails einsetzen.;curated-repaired;
csv-091-lebkuchen-rum;Lebkuchen-Rum;Bar Seibert's;Rum;Homemade Infusion;1 Flasche;Unbekannt;100%;Süß | Kräuterig | Nussig;Modifier | Digestif | Cocktailbasis;Rum | Infusion;;;Gewürzter Rum mit Lebkuchenprofil, warmer Backgewürz-Note, Süße und winterlicher Tiefe. Am besten als kleiner Modifier für Dessert-Drinks, Hot Drinks oder saisonale Rum-Cocktails.;Lebkuchen | Zimt | Nelke | Vanille | Gewürz;Winterlicher Rum Sour | Hot Buttered Rum Twist | Dessert-Drinks;Sparsam dosieren, damit die Gewürzsüße den Drink nicht überlagert.;curated-repaired;
csv-092-old-pascas-jamaica-dark-rum;Old Pascas Jamaica Dark Rum;Borco;Rum;Dark Rum;1 Flasche;Ungeöffnet;100%;Süß | Fruchtig | Kräuterig;Cocktailbasis | Tiki & Tropical | Modifier;Rum | Dark Rum;;Jamaika;Dunkler Jamaica Rum mit kräftiger Melasse, reifer Banane, Würze und dunkler Süße. Ein markanter Baustein für Tiki-Drinks, Rum Punches und dunkle Rum-Akzente.;Melasse | Banane | Dunkle Frucht | Gewürz | Karamell;Planter’s Punch | Tiki-Drinks | Dark Rum Float;Als dunkler Rum oder Float verwenden, wenn ein Drink mehr Tiefe und Jamaica-Charakter braucht.;curated-repaired;
csv-093-plantation-xo-20th-anniversary;Planteray XO 20th Anniversary;Maison Ferrand;Rum;Premium Rum;1 Flasche;Ungeöffnet;100%;Süß | Fruchtig | Nussig;Pur | Digestif | Spirit-Forward;Rum | Premium Rum;;Barbados;Eleganter Barbados-Rum mit Vanille, Kokos, Karamell, reifer Frucht und weicher Fasswürze. Sehr rund und luxuriös, daher vor allem für puren Genuss oder einen Rum Old Fashioned geeignet.;Vanille | Kokos | Karamell | Reife Frucht | Eiche;Pur | Rum Old Fashioned | Rum Manhattan Twist;Pur im Nosing-Glas oder auf großem Eiswürfel, nicht als anonyme Mischbasis verschwenden.;curated-repaired;
csv-094-cachaca;Cachaça;Magnífica;Cachaça;Cachaça;1 Flasche;Ungeöffnet;100%;Trocken | Fruchtig;Cocktailbasis | Frisch & Sour | Tiki & Tropical | Longdrink & Highball;Cachaça | Sugarcane Spirit;;Brasilien;Cachaça als Zuckerrohrspirituose für Caipirinha, frische Sours und tropische Drinks.;;;;curated-existing;
csv-095-grenadine;Grenadine;Bols;Sirup / Mixer;Sirup;1 Flasche;Unbekannt;100%;Trocken | Süß | Fruchtig;Longdrink & Highball | Modifier;Mixer;;;Grenadine ist als Sirup / Mixer / Sirup eingeordnet. Geschmack: Trocken, Süß, Fruchtig. Nutzung: Longdrink & Highball, Modifier.;;;;curated-existing;
csv-096-rohrzucker-sirup;Rohrzucker Sirup;Giffard;Sirup / Mixer;Sirup;1 Flasche;Unbekannt;100%;Trocken | Süß;Longdrink & Highball | Modifier;Mixer;;;Rohrzucker Sirup ist als Sirup / Mixer / Sirup eingeordnet. Geschmack: Trocken, Süß. Nutzung: Longdrink & Highball, Modifier.;;;;curated-existing;
csv-097-ginger-beer;Ginger Beer;Rewe;Sirup / Mixer;Filler;1 Flasche;Ungeöffnet;100%;Süß;Longdrink & Highball;Mixer | Ginger Beer;;;Würziger Ingwer-Filler für Highballs, Mules und Tiki-Drinks. Bringt Schärfe, Frische und Süße in lange Drinks.;Scharf | Würzig | Ingwer | Süß;Filler | Longdrink & Highball | Mule | Tiki;"Gut gekühlt als Filler verwenden; besonders passend für Moscow Mule, Dark & Stormy und frische Highballs.";curated-correction;
csv-098-limettensaft;Limettensaft;Rewe;Saft;Saft;1 Flasche;Ungeöffnet;100%;Zitrisch | Trocken;Modifier | Frisch & Sour;Juice;;;Limettensaft ist als Saft / Saft eingeordnet. Geschmack: Zitrisch, Trocken. Nutzung: Modifier, Frisch & Sour.;;;;curated-existing;
csv-099-blue-curacao;Monin Blue Curaçao;Monin;Sirup / Mixer;Sirup;1 Flasche;Unbekannt;100%;Trocken | Süß | Zitrisch;Longdrink & Highball | Modifier;Mixer | Orange Liqueur;;;Blue Curaçao ist als Sirup / Mixer / Sirup eingeordnet. Geschmack: Trocken, Süß, Zitrisch. Nutzung: Longdrink & Highball, Modifier.;;;;curated-existing;
csv-100-creme-de-menthe-verte;Monin Crème de Menthe Verte;Monin;Sirup / Mixer;Sirup;1 Flasche;Unbekannt;100%;Trocken | Süß | Kräuterig;Longdrink & Highball | Modifier;Mixer;;;Crème de Menthe Verte ist als Sirup / Mixer / Sirup eingeordnet. Geschmack: Trocken, Süß, Kräuterig. Nutzung: Longdrink & Highball, Modifier.;;;;curated-existing;
csv-101-gomme-syrup;Monin Gomme Syrup;Monin;Sirup / Mixer;Sirup;1 Flasche;Unbekannt;100%;Trocken | Süß;Longdrink & Highball | Modifier;Mixer;;;Gomme Syrup ist als Sirup / Mixer / Sirup eingeordnet. Geschmack: Trocken, Süß. Nutzung: Longdrink & Highball, Modifier.;;;;curated-existing;
csv-103-weisserrohrzucker-sirup;Monin Weißer Rohrzucker Sirup;Monin;Sirup / Mixer;Sirup;2 Flaschen;Unbekannt;100%;Süß;Modifier | Frisch & Sour | Longdrink & Highball | Cocktailbasis;Sirup | Rohrzucker | Zuckersirup | Monin;;Frankreich;Klarer Rohrzuckersirup für ausgewogene Süße in Sours, Highballs und klassischen Cocktails. Neutral, sauber und vielseitig, wenn ein Drink Struktur braucht, ohne zusätzliche Frucht- oder Gewürznoten einzubringen.;;;;user-approved-curated;
csv-104-pircher-holunderblutensirup;Pircher Holunderblüten Likör;Pircher;Likör;Holunderblütenlikör;1 Flasche;Ungeöffnet;100%;Floral | Süß | Fruchtig;Modifier | Spritz | Frisch & Sour | Aperitif;Holunderblütenlikör | Blütenlikör | Sommerdrinks;;Italien;Floraler Holunderblütenlikör mit feiner Süße und frischem Blütenaroma. Elegant als Modifier für Spritz-Varianten, Sours und leichte Sommerdrinks, wenn Holunder nicht nur süßen, sondern auch aromatisch tragen soll.;;;;user-approved-curated;
csv-105-mandelsirup;Riemerschmid Mandelsirup;Riemerschmid;Sirup / Mixer;Sirup;1 Flasche;Unbekannt;100%;Trocken | Süß;Longdrink & Highball | Modifier | Tiki & Tropical;Mixer | Tropical Modifier;;;Mandelsirup ist als Sirup / Mixer / Sirup eingeordnet. Geschmack: Trocken, Süß. Nutzung: Longdrink & Highball, Modifier, Tiki & Tropical.;;;;curated-existing;
csv-107-vanillesirup;Riemerschmid Vanille Bar-Sirup;Riemerschmid;Sirup / Mixer;Sirup;1 Flasche;Unbekannt;100%;Trocken | Süß;Longdrink & Highball | Modifier;Mixer;;;Vanillesirup ist als Sirup / Mixer / Sirup eingeordnet. Geschmack: Trocken, Süß. Nutzung: Longdrink & Highball, Modifier.;;;;curated-existing;
csv-108-zitronensaft;Zitronensaft;Rewe;Saft;Saft;2 Flaschen;Ungeöffnet;100%;Zitrisch | Trocken;Modifier | Frisch & Sour;Juice;;;Zitronensaft ist als Saft / Saft eingeordnet. Geschmack: Zitrisch, Trocken. Nutzung: Modifier, Frisch & Sour.;;;;curated-existing;
csv-109-especial-reposado;Especial Reposado;Jose Cuervo;Tequila;Reposado;1 Flasche;Unbekannt;100%;Trocken;Cocktailbasis | Pur | Spirit-Forward | Frisch & Sour;Tequila;;;Especial Reposado ist als Tequila / Reposado eingeordnet. Geschmack: Trocken. Nutzung: Cocktailbasis, Pur, Spirit-Forward, Frisch & Sour.;;;;curated-existing;
csv-110-cuervo-silver;Cuervo Silver;Jose Cuervo;Tequila;Blanco/Silver;1 Flasche;Unbekannt;100%;Trocken;Cocktailbasis | Pur | Spirit-Forward | Frisch & Sour;Tequila;;;Cuervo Silver ist als Tequila / Blanco/Silver eingeordnet. Geschmack: Trocken. Nutzung: Cocktailbasis, Pur, Spirit-Forward, Frisch & Sour.;;;;curated-existing;
csv-111-patron-anejo;Patrón Añejo;Patrón Spirits;Tequila;Añejo;1 Flasche;Ungeöffnet;100%;Trocken;Cocktailbasis | Pur | Spirit-Forward | Frisch & Sour;Tequila;;;Patrón Añejo ist als Tequila / Añejo eingeordnet. Geschmack: Trocken. Nutzung: Cocktailbasis, Pur, Spirit-Forward, Frisch & Sour.;;;;curated-existing;
csv-112-graham-s-20-year-tawny-port;Graham’s 20 Year Tawny Port;Graham's;Vermouth / Fortified Wine;Port;1 Flasche;Geöffnet;100%;Süß | Nussig | Fruchtig;Digestif | Modifier;Fortified Wine | Tawny Port | Elegant | Dessert;;Portugal | Douro;Gereifter Tawny Port aus dem Douro mit nussigem Charakter, reifer Frucht, Orangenschale, weicher Süße und langem, elegantem Finish. Er passt besonders gut zu Desserts, Nüssen, Trockenfrüchten und dunklen Cocktail-Twists.;Nüsse | reife Früchte | Orangenschale | weiche Süße | langer Abgang;Dessertbegleitung | Digestif | Port-Modifier;"Leicht gekühlt als Digestif oder Dessertbegleiter servieren; in kleinen Mengen auch als nussig-süßer Modifier in dunklen Drinks einsetzen.";web-curated-v0.17;
csv-113-px-sherry;PX Sherry;Lustau;Vermouth / Fortified Wine;PX Sherry;1 Flasche;Ungeöffnet;100%;Süß | Fruchtig | Kaffee;Digestif | Modifier;Fortified Wine | PX Sherry | Dessert | Intensiv;;Spanien | Jerez;Sehr süßer Pedro-Ximénez-Sherry mit Rosinen, Feigen, Datteln, Honig, dunkler Schokolade, Kaffee und Lakritz. PX bringt Tiefe, Dessertcharakter und eine samtige Süße in Drinks oder wird pur zu Dessert serviert.;Rosinen | Feigen | Datteln | Honig | Kaffee | dunkle Schokolade;Dessert | Digestif | Sherry-Modifier;"Leicht gekühlt in kleinen Mengen servieren; hervorragend zu Vanilleeis, Schokolade, Blauschimmelkäse oder als süßer Akzent in Cocktails.";web-curated-v0.17;
csv-114-noilly-prat-dry;Noilly Prat Dry;Noilly Prat;Vermouth / Fortified Wine;Dry Vermouth;1 Flasche;Unbekannt;100%;Trocken | Fruchtig | Kräuterig | Zitrisch | Floral;Aperitif | Modifier | Spirit-Forward;Dry Vermouth | Fortified Wine | Klassisch | Trocken;;Frankreich | Marseillan;Französischer Dry Vermouth aus Marseillan mit trockener Weinbasis, Kräutern, Kamille, Koriander, Bitterorange und Holunderblüte. Noilly Prat Dry ist ein klassischer Baustein für Martinis, Aperitifs und fein strukturierte Stirred Drinks.;Kamille | Koriander | Bitterorange | Holunderblüte | trockene Kräuter;Dry Martini | Aperitif | Vermouth & Soda;"Gut gekühlt als Aperitif, mit Soda oder im Dry Martini verwenden; angebrochene Flasche gekühlt lagern.";web-curated-v0.17;
csv-115-noilly-prat-rouge;Noilly Prat Rouge;Noilly Prat;Vermouth / Fortified Wine;Red Vermouth;1 Flasche;Unbekannt;100%;Fruchtig | Süß | Bitter | Kräuterig;Aperitif | Modifier | Spirit-Forward;Red Vermouth | Fortified Wine | Würzig | Elegant;;Frankreich | Marseillan;Roter französischer Vermouth mit süßer Orange, Zimt, Chinarinde, Nelke und Kakao. Noilly Prat Rouge wirkt würzig, rund und aromatisch und passt als Aperitif, zu dunkleren Stirred Drinks oder als Begleiter zu Charcuterie und Dessert.;süße Orange | Zimt | Chinarinde | Nelke | Kakao;Vermouth & Soda | Manhattan-Twists | Aperitif;"Gut gekühlt pur, mit Eis oder Soda servieren; in Cocktails als würzig-runder roter Vermouth einsetzen.";web-curated-v0.17;
csv-116-absolut-100;Absolut 100;Absolut;Vodka;Vodka;1 Flasche;Unbekannt;100%;Trocken;Cocktailbasis | Longdrink & Highball | Frisch & Sour;Vodka;;;Neutraler Vodka als vielseitige Basis für Highballs, Sours und klare Cocktails.;;;;curated-existing;
csv-117-absolut-elyx;Absolut Elyx;Absolut;Vodka;Vodka;1 Flasche;Unbekannt;100%;Trocken;Cocktailbasis | Longdrink & Highball | Frisch & Sour;Vodka;;;Neutraler Vodka als vielseitige Basis für Highballs, Sours und klare Cocktails.;;;;curated-existing;
csv-118-ukiyo-rice-vodka;Ukiyo Rice Vodka;Ukiyo Spirits;Vodka;Vodka;1 Flasche;Unbekannt;100%;Trocken;Cocktailbasis | Longdrink & Highball | Frisch & Sour;Vodka;;Japan;Neutraler Vodka als vielseitige Basis für Highballs, Sours und klare Cocktails.;;;;curated-existing;
csv-119-beyerskloof-synergy-cape-blend;Beyerskloof Synergy Cape Blend;Beyerskloof;Wein / Champagner;Rotwein Südafrika;1 Flasche;Ungeöffnet;100%;Trocken | Fruchtig;Pur | Digestif;Wine;;;Beyerskloof Synergy Cape Blend ist als Wein / Rotwein Südafrika eingeordnet. Geschmack: Trocken, Fruchtig. Nutzung: Pur, Digestif.;;;;curated-existing;
csv-120-les-grandes-des-domains-edmond-de-rothsc;Les Granges des Domaines Edmond de Rothschild 2014;Edmond de Rothschild;Wein / Champagner;Rotwein Bordeaux;1 Flasche;Ungeöffnet;100%;Trocken | Fruchtig;Pur | Digestif;Wine;;Frankreich;Les Grandes Des Domains Edmond de Rothschild 2014 ist als Wein / Rotwein Bordeaux eingeordnet. Geschmack: Trocken, Fruchtig. Nutzung: Pur, Digestif.;;;;curated-existing;
csv-121-chateau-bonalgue-pomerol-2018;Château Bonalgue Pomerol 2018;Château Bonalgue;Wein / Champagner;Rotwein Bordeaux;1 Flasche;Ungeöffnet;100%;Trocken | Fruchtig;Pur | Digestif;Wine;;Frankreich;Château Bonalgue Pomerol 2018 ist als Wein / Rotwein Bordeaux eingeordnet. Geschmack: Trocken, Fruchtig. Nutzung: Pur, Digestif.;;;;curated-existing;
